date,id,text, bot_non_bot
Tue Apr 10 14:00:07 +0000 2018,983706195063201792,"More than 1,100 flights have been canceled in Germany after airport workers went on strike to demand higher pay… https://t.co/J1UmMoB6Ci", 1
Tue Apr 10 13:50:07 +0000 2018,983703675423125506,"While preparing for his new role, Secretary of State-designate Mike Pompeo reached out to every living former secre… https://t.co/uFSdknC2hf", 1
Tue Apr 10 13:33:02 +0000 2018,983699376727117825,"Facebook CEO Mark Zuckerberg will begin testifying before Congress today: https://t.co/MPwDOQjjw3

Have questions?… https://t.co/XRV4ySq4Jb", 1
Tue Apr 10 13:30:11 +0000 2018,983698660021227521,"For at least a year, the biggest page on Facebook purporting to be part of the Black Lives Matter movement was a sc… https://t.co/Qs6lfxRI8l", 1
Tue Apr 10 13:20:09 +0000 2018,983696135549222913,"President Trump is canceling a planned trip to South America that was set to begin Friday, to monitor the American… https://t.co/C2Aox4VZwC", 1
Tue Apr 10 13:20:04 +0000 2018,983696114154115074,"Facebook knows you better than you think:

• With 10 likes, a computer model fundamentally knows you better than a… https://t.co/OwoPbOQx9R", 1
Tue Apr 10 13:10:05 +0000 2018,983693600386158595,Why tax season is good (and bad) for Americans' health https://t.co/C89Uq26PKt https://t.co/Y2OivuCqWE, 1
Tue Apr 10 13:00:09 +0000 2018,983691100664852481,One meeting with Zuckerberg won't fix the Facebook problem | via @CNNopinion https://t.co/drgHKdbzbw https://t.co/OfweTMxHD7, 1
Tue Apr 10 12:50:06 +0000 2018,983688574959865858,"Raiding Trump lawyer Michael Cohen is a stunning move by federal prosecutors, CNN legal analyst @paulcallan writes… https://t.co/DF5pAp7AxD", 1
Tue Apr 10 12:44:49 +0000 2018,983687244971237377,Search warrant documents used by special counsel Robert Mueller's investigators reveal how agents zeroed in on pote… https://t.co/75A7kowjf8, 1
Tue Apr 10 12:40:12 +0000 2018,983686082230439936,The controversy over Sinclair Broadcast Group's media-bashing promos has quieted down. But the headache isn't going… https://t.co/6g1l3JwBUg, 1
Tue Apr 10 12:30:14 +0000 2018,983683571402657792,"How Facebook 'likes' predict race, religion and sexual orientation https://t.co/9HClLEKaIq https://t.co/woyzvhhny2", 1
Tue Apr 10 12:26:08 +0000 2018,983682542560833537,Facebook's press page was once filled with announcements about new features to order food and connect to friends in… https://t.co/xJkD47KS5B, 1
Tue Apr 10 12:20:07 +0000 2018,983681026902937600,"As Trump assesses how to respond to the alleged chemical attack in Syria that killed dozens of civilians, lawmakers… https://t.co/Q1FTvT4Ztt", 1
Tue Apr 10 12:10:05 +0000 2018,983678500430385152,"Craigslist shut down their personals after an anti-sex trafficking bill passed through Congress, which could have a… https://t.co/8RmIY1EFNj", 1
Tue Apr 10 12:01:37 +0000 2018,983676371493892096,RT @CNNPolitics: GOP Rep. Adam Kinzinger says he doesn't think President Trump needs congressional approval to take military action in Syri…, 1
Tue Apr 10 12:00:00 +0000 2018,983675964096851968,GOP Rep. Adam Kinzinger on President Trump's tweets about the Mueller investigation: “I don’t think it’s helpful at… https://t.co/ZQfWc6icvK, 1
Tue Apr 10 11:55:04 +0000 2018,983674724051021824,"President Trump declares that ""attorney-client privilege is dead"" a day after the FBI raided the office of Michael… https://t.co/D9qOfMfDzP", 1
Tue Apr 10 11:50:00 +0000 2018,983673447862583297,"More than 4,000 black men, women, and children died at the hands of white mobs between 1877 and 1950. Can you name… https://t.co/X8Z3yC49gz", 1
Tue Apr 10 11:40:07 +0000 2018,983670959738642432,"A small plane caught fire after takeoff and crashed at a nearby Arizona golf course on Monday, leaving six people d… https://t.co/G3MUCsAtkV", 1
Tue Apr 10 11:35:03 +0000 2018,983669687933390848,President Trump has never been more likely to fire Robert Mueller than he is right now | Analysis by @CillizzaCNN… https://t.co/bP9yxcxrf4, 1
Tue Apr 10 11:30:03 +0000 2018,983668427675127809,Trump lashes out as Cohen raid fuses Russia probe and Stormy case | Analysis by @StCollinson https://t.co/qYNcRI3xIe https://t.co/0HRIdW6Yk8, 1
Tue Apr 10 11:29:06 +0000 2018,983668190717726720,"Are you one of the 87 million Facebook users affected by the Cambridge Analytica data breach?

CNN wants to hear fr… https://t.co/RGpFDRxmeu", 1
Tue Apr 10 11:20:09 +0000 2018,983665934484279297,Facebook CEO Mark Zuckerberg will testify before Congress on Tuesday and Wednesday. Here's everything you need to k… https://t.co/ROG8GkpaWD, 1
Tue Apr 10 11:10:06 +0000 2018,983663406250184704,"5 things for Tuesday:

- Michael Cohen raid
- Syria
- Bill Cosby trial
- Russian spy poisoning
- Facebook… https://t.co/GgwMvSjhFW", 1
Tue Apr 10 11:00:20 +0000 2018,983660947242799104,"Geisha Williams, CEO and President of @PGE4Me, California's largest utility, says the state is leading the way on p… https://t.co/rsgaukkISI", 1
Tue Apr 10 10:50:55 +0000 2018,983658579814207488,"Just before Bill Cosby walked into court for his retrial Monday, a topless protester with ""Cosby rapist"" and women'… https://t.co/D5OpCNYFDt", 1
Tue Apr 10 10:40:08 +0000 2018,983655864564375552,"Longtime Trump associate Roger Stone said in July 2016 that Russians were ""most likely"" behind WikiLeaks emails and… https://t.co/GcBe2G3EaP", 1
Tue Apr 10 10:30:15 +0000 2018,983653377652469761,This 20-year-old wants to interview every WWII combat veteran he can before it's too late https://t.co/M0lLXVBzEF https://t.co/vDxjZP1AJF, 1
Tue Apr 10 10:24:00 +0000 2018,983651805241528320,"RT @NewDay: Legal analyst @JeffreyToobin on the FBI raid: ""We are in a whole new area of the investigation now, so close to the President""…", 1
Tue Apr 10 10:20:06 +0000 2018,983650822776147969,FBI raid of his personal attorney's office ignites President Trump's rage: https://t.co/tnEQRJeCIi https://t.co/sUvX72jFJl, 1
Tue Apr 10 10:07:13 +0000 2018,983647581980028929,We still don't know what exactly they'll do or if they'll interact with migrants https://t.co/DGJje4kxhM, 1
Tue Apr 10 09:56:10 +0000 2018,983644801374523392,"Attention senior citizens: A new Medicare card is coming your way, but be careful not to fall victim to any scams. https://t.co/bB4ODqy0U5", 1
Tue Apr 10 09:45:26 +0000 2018,983642100083445760,"There was no working smoke alarm in the Trump Tower apartment where deadly fire started, source says… https://t.co/JoRJJDjTnk", 1
Tue Apr 10 09:37:30 +0000 2018,983640105234640896,Mark Zuckerberg will spend two days answering lawmakers' questions. https://t.co/3wGGR44xsy, 1
Tue Apr 10 09:26:54 +0000 2018,983637438001287168,How does your child's lunch stack up? https://t.co/n3rdLrdD6S, 1
Tue Apr 10 09:16:43 +0000 2018,983634873230462976,These two women left their own wedding receptions early to take final exams https://t.co/EdVJifH591 https://t.co/f1gFbs1GdO, 1
Tue Apr 10 09:06:24 +0000 2018,983632277879091200,"Since Essure went on the market, thousands of women have filed grievances about unintended pregnancies, miscarriage… https://t.co/UbnqStBmSx", 1
Tue Apr 10 08:55:34 +0000 2018,983629549480087552,Wash your fruit and veggies! Strawberries and spinach rank the highest for pesticide contamination… https://t.co/huOH9NqT5I, 1
Tue Apr 10 08:38:13 +0000 2018,983625186066001920,"JUST IN: Yulia Skripal, daughter of Russian ex-spy Sergei Skripal, has left hospital five weeks after nerve agent p… https://t.co/guMylOd3Xv", 1
Tue Apr 10 08:22:47 +0000 2018,983621302249558017,"A $150,000 payment to President Donald Trump's foundation in 2015 by a Ukrainian billionaire is being examined by s… https://t.co/k1bylfBn4K", 1
Tue Apr 10 07:59:22 +0000 2018,983615407994097664,The biggest Black Lives Matter page on Facebook is fake https://t.co/tyDkiWSqd9 https://t.co/IeYlhGfGvQ, 1
Tue Apr 10 07:40:03 +0000 2018,983610544837062656,"Australian Prime Minister Malcolm Turnbull said Australia would view ""with great concern"" any foreign military base… https://t.co/tSJdQql6IG", 1
Tue Apr 10 07:33:41 +0000 2018,983608945263697920,"Here's one more reason to ""fear the reaper"" -- the Carolina Reaper, that is, said to be over 400 times spicier than… https://t.co/k9gQP718UU", 1
Tue Apr 10 07:19:45 +0000 2018,983605436027940864,Multiple people are dead after a small plane caught fire after takeoff and crashed at a nearby Arizona golf course… https://t.co/mmuttnRQCx, 1
Tue Apr 10 07:09:10 +0000 2018,983602772842024960,"The US will respond to the Assad regime's alleged chemical attack against Syrian civilians, US Ambassador Nikki Hal… https://t.co/7yedmu7PMP", 1
Tue Apr 10 06:59:16 +0000 2018,983600283698782208,Donald Trump has never been more likely to fire Robert Mueller than he is right now | Analysis by @CillizzaCNN… https://t.co/puQEBJuFXF, 1
Tue Apr 10 06:56:02 +0000 2018,983599470855311360,This 20-year-old wants to interview every WWII combat veteran he can before it's too late https://t.co/qDHbxBzvbR https://t.co/s5ziP7Lax8, 1
Tue Apr 10 06:47:03 +0000 2018,983597208418254848,Facebook is in a rush to get its house in order before Zuckerberg testifies on Capitol Hill https://t.co/KMdQSOwWC4 https://t.co/FyvjHiEfzK, 1
Tue Apr 10 06:31:08 +0000 2018,983593204204400640,30 of Vietnam's most beautiful places https://t.co/5BSxMocTJT via @CNNTravel https://t.co/Y9LkEnW3Mp, 1
Tue Apr 10 06:25:59 +0000 2018,983591904829956096,Raiding Trump lawyer Michael Cohen is a stunning move by federal prosecutors | @CNNOpinion by @PaulCallan… https://t.co/kHE4yaGplV, 1
Tue Apr 10 06:16:05 +0000 2018,983589414688509953,"Here's one more reason to ""fear the reaper"" -- the Carolina Reaper, that is, said to be over 400 times spicier than… https://t.co/dJQvk7lDZP", 1
Tue Apr 10 06:13:05 +0000 2018,983588661450149889,"Amid ad boycott, Laura Ingraham says she won't be silenced by 'the left' https://t.co/07itgVqEE2 https://t.co/5N5s5q77DB", 1
Tue Apr 10 06:03:36 +0000 2018,983586273611997184,The biggest Black Lives Matter page on Facebook is fake https://t.co/TYJcUwEaMD https://t.co/6cn6ydXWWV, 1
Tue Apr 10 06:01:07 +0000 2018,983585649352638465,Prince Harry and Meghan Markle are asking people who wish to send them a wedding gift to consider donating to one o… https://t.co/6w2WmziBI7, 1
Tue Apr 10 05:55:58 +0000 2018,983584353237262336,Trump lashes out as Cohen raid fuses Russia probe and Stormy case | Analysis by @StCollinson https://t.co/cmitcrpCNZ https://t.co/S6S6kxDlWB, 1
Tue Apr 10 05:46:02 +0000 2018,983581853637586944,"The nonpartisan Congressional Budget Office has released its 10-year budget and economic outlook, and it projects t… https://t.co/Ddf4lTa8ck", 1
Tue Apr 10 05:44:58 +0000 2018,983581584279392257,"RT @CNNTonight: Former Trump adviser Steve Cortes: ""The President needs to fire Jeff Sessions. He needs to fire Rosenstein. He needs to fir…", 1
Tue Apr 10 05:44:04 +0000 2018,983581359380860928,Malaysia sets election date for May 9 https://t.co/XvdrK7QzJv https://t.co/yEyRzuJ5hk, 1
Tue Apr 10 05:43:31 +0000 2018,983581220855361536,"RT @CNNTonight: Apple co-founder Steve Wozniak 'disgusted' with Facebook, deactivates account: ""I just took the leap. I said hey, 'I'll los…", 1
Tue Apr 10 05:31:08 +0000 2018,983578103653036032,Beyond Tokyo: 8 of Japan's best foodie destinations https://t.co/OQuV6xaRbp via @CNNTravel https://t.co/lqeTX3dqo0, 1
Tue Apr 10 05:28:02 +0000 2018,983577325240569856,"Chinese President Xi Jinping on Tuesday said his government would ""significantly lower"" tariffs on vehicle imports… https://t.co/zqvl0FVvm2", 1
Tue Apr 10 05:16:05 +0000 2018,983574315458289664,Pope Francis says helping the poor and migrants is as important as opposing abortion https://t.co/1Ew7nrt6Jr https://t.co/xs0bZlptgX, 1
Tue Apr 10 05:01:01 +0000 2018,983570523195101184,"""Black Panther"" passes ""Titanic"" at the box office on the all-time list of highest grossing films… https://t.co/0xLdx1irRX", 1
Tue Apr 10 04:46:06 +0000 2018,983566771213959168,The biggest Black Lives Matter page on Facebook is fake https://t.co/p2VDpZ8FoL https://t.co/FhYWBqFHhA, 1
Tue Apr 10 04:31:08 +0000 2018,983563004666109953,"Apple co-founder Steve Wozniak says he's ""disgusted"" by how Facebook handles personal information, and that he deac… https://t.co/Y47nwRGTGS", 1
Tue Apr 10 04:16:05 +0000 2018,983559214730792960,People from both Canada and the United States are sharing photos of hockey sticks left on porches as a tribute to p… https://t.co/hFo379O0CA, 1
Tue Apr 10 04:01:02 +0000 2018,983555428352167936,"More than 4,000 black men, women, and children died at the hands of white mobs between 1877 and 1950. This memorial… https://t.co/LxSOddovtA", 1
Tue Apr 10 03:46:06 +0000 2018,983551672378122240,The Democratic case against impeaching President Trump | Analysis by @CillizzaCNN https://t.co/LM4kkCDtfo https://t.co/2cWCCSGG49, 1
Tue Apr 10 03:31:03 +0000 2018,983547883008995329,"The US will respond to the Assad regime's alleged chemical attack against Syrian civilians, US Ambassador Nikki Hal… https://t.co/VkRZVtam4p", 1
Tue Apr 10 03:16:03 +0000 2018,983544107686617088,"There was no working smoke alarm in the Trump Tower apartment where a deadly fire started, a source says… https://t.co/S33q7Q3oB2", 1
Tue Apr 10 03:01:05 +0000 2018,983540342787100673,"David Hogg, one of Marjory Stoneman Douglas High School's most visible student activists, will postpone his first y… https://t.co/hL5gqypXEA", 1
Tue Apr 10 02:46:06 +0000 2018,983536570178461698,"Sean Hannity, who mocked Michelle Obama, says it's wrong to mock Melania Trump | via @CNNopinion… https://t.co/KfUmgbODnp", 1
Tue Apr 10 02:31:04 +0000 2018,983532789466324992,Scott Pruitt sums up America's big challenge | By Jeffrey Sachs via @CNNOpinion https://t.co/88t33ctNce https://t.co/GXCr1f6wof, 1
Tue Apr 10 02:25:54 +0000 2018,983531486765813761,"RT @AC360: .@KirstenPowers: In his remarks, President Trump set the storyline for the conservative world to say he is being persecuted by S…", 1
Tue Apr 10 02:16:06 +0000 2018,983529021765046272,The FBI raid carried out on Michael Cohen's office has ignited President Trump's rage and sparked speculation… https://t.co/uEic75oZBO, 1
Tue Apr 10 01:59:25 +0000 2018,983524821999988736,"As he prepares to testify before Congress, Facebook's Mark Zuckerberg has to deal with a new reality: He's not just… https://t.co/iWi47rvgya", 1
Tue Apr 10 01:45:23 +0000 2018,983521292765708289,"Anderson Cooper: Now President Trump's personal lawyer, Michael Cohen, is getting in on the ""there's a tweet for th… https://t.co/UCUR4RNLVz", 1
Tue Apr 10 01:42:12 +0000 2018,983520489241968640,"Special nets have long been used to catch moisture from the air, turning fog into drinking water. Virginia Tech res… https://t.co/uzvnt8X3GJ", 1
Tue Apr 10 01:38:53 +0000 2018,983519653719871489,Former US Attorney Preet Bharara said the FBI raids of Michael Cohen's office and hotel room were done by officials… https://t.co/HmrjaTDfqa, 1
Tue Apr 10 01:34:50 +0000 2018,983518638346067968,Trump lawyer Michael Cohen's attorney has filed a motion to dismiss the claims of defamation filed against him by t… https://t.co/ut6cy1xTel, 1
Tue Apr 10 01:31:44 +0000 2018,983517856821317632,What's at stake for Trump in Syria | Analysis by CNN's Stephen Collinson https://t.co/SnziqMU9b7 https://t.co/rESqI4O6mK, 1
Tue Apr 10 01:29:27 +0000 2018,983517282604322816,"The victims lay lifeless; babies, children and parents, some with foam coming from their mouth. Entire families wer… https://t.co/MX5Ny1Ewia", 1
Tue Apr 10 01:25:32 +0000 2018,983516296615727104,"A $150,000 payment to President Donald Trump's foundation in 2015 by a Ukrainian billionaire is being examined by s… https://t.co/7YdAiAFz0J", 1
Tue Apr 10 01:23:01 +0000 2018,983515664043335680,"Democratic Rep. Ted Lieu said it seems like ""the actions and statements by Donald Trump show evidence of guilt, it… https://t.co/QGOhd644M3", 1
Tue Apr 10 01:22:24 +0000 2018,983515508459933696,"RT @AC360: Anderson Cooper: Now President Trump's personal lawyer, Michael Cohen, is getting in on the ""there's a tweet for that"" act https…", 1
Tue Apr 10 01:21:13 +0000 2018,983515209481453568,30 of Vietnam's most beautiful places https://t.co/uu7nBEjZlP via @CNNTravel https://t.co/5cvZ5ZqHfO, 1
Tue Apr 10 01:14:56 +0000 2018,983513629784977408,"Mick Mulvaney repeatedly criticized the CFPB priorities, but since taking the agency's helm last year, his senior a… https://t.co/c0GKGmI4ks", 1
Tue Apr 10 01:07:33 +0000 2018,983511769661562880,Donald Trump 'feels' like there was voter fraud in 2016. So? | Analysis by @CillizzaCNN https://t.co/Cu7YxAmhvl https://t.co/vxlMfhDcYP, 1
Tue Apr 10 00:55:59 +0000 2018,983508860907540480,"RT @OutFrontCNN: ""The actions and statements by Donald Trump show evidence of guilt, it shows conscientiousness of guilt. Because an innoce…", 1
Tue Apr 10 00:54:05 +0000 2018,983508382282756096,"Stormy Daniels' attorney Michael Avenatti on the raid of Michael Cohen's office: ""This is a very, very serious matt… https://t.co/18Z3fN6gJf", 1
Tue Apr 10 00:48:14 +0000 2018,983506910564544512,Former Attorney General Loretta Lynch said she would have resigned from the Clinton email server investigation had… https://t.co/LJYylcRXzB, 1
Tue Apr 10 00:44:10 +0000 2018,983505885610893312,A federal district court in California ordered a man to pay $6.45 million in damages after he was accused of spread… https://t.co/TN2rUn2WZt, 1
Tue Apr 10 00:41:12 +0000 2018,983505140849217536,"RT @OutFrontCNN: ""I'm not happy with the government as it is now. I think spending has got to come down. ... We need more limited governmen…", 1
Tue Apr 10 00:40:19 +0000 2018,983504918408507392,"The Austin bomber used a ""Drive Like Your Kids Live Here"" yard sign to hide one of his homemade bombs, and all his… https://t.co/TpmsmSdPzi", 1
Tue Apr 10 00:38:58 +0000 2018,983504577659068416,RT @AC360: CNN's Jim @Acosta: While Democrats are beginning to threaten impeachment if President Trump fires Special Counsel Robert Mueller…, 1
Tue Apr 10 00:38:25 +0000 2018,983504437389021184,"RT @AC360: Stormy Daniels' attorney Michael Avenatti: ""It appears that the noose is tightening around Michael Cohen. I think that the Presi…", 1
Tue Apr 10 00:19:19 +0000 2018,983499632780238848,"Lindsey Buckingham and Fleetwood Mac have parted ways, and Buckingham will not be going on tour with the group in t… https://t.co/xsHsxmNUzf", 1
Tue Apr 10 00:17:13 +0000 2018,983499104268488704,"""I would take a somewhat larger deficit in order to finance long-term growth in the economy."" Larry Kudlow, directo… https://t.co/WJj2aNUkzT", 1
Tue Apr 10 00:08:19 +0000 2018,983496862912208897,"RT @OutFrontCNN: Republican Sen. Joni Ernst on the FBI raid of longtime Trump attorney Michael Cohen: ""What is the tie in with the (Russia)…", 1
Tue Apr 10 00:05:56 +0000 2018,983496263277608960,"Lieu: ""The President's comments are un-American and disgraceful. Fundamental to American democracy is the rule of l… https://t.co/TL7rd7cmbX", 1
Mon Apr 09 23:59:20 +0000 2018,983494604107468800,"Modern humans evolved to have a smooth forehead with very mobile, expressive and hairy eyebrows rather than permane… https://t.co/x0qHPHh29j", 1
Mon Apr 09 23:48:44 +0000 2018,983491934470770689,"""When it comes to gender and racial diversity, Congress remains a work in progress,"" writes Kelly Dittmar.

11 stat… https://t.co/6Wf8K9GGtf", 1
Mon Apr 09 23:43:28 +0000 2018,983490610870013953,Bill Cosby paid $3.38 million to the woman who said that he drugged and assaulted her as part of a 2006 civil settl… https://t.co/fQHASlW8TO, 1
Mon Apr 09 23:41:55 +0000 2018,983490221865095170,The controversy over Sinclair Broadcast Group's media-bashing promos has quieted down. But the headache isn't going… https://t.co/6jTfYmhLaW, 1
Mon Apr 09 23:36:57 +0000 2018,983488969420824579,"The FDA has issued an order to restrict sales and distribution of Essure, the only non-surgical permanent form of b… https://t.co/vRRyI3nWNN", 1
Mon Apr 09 23:28:32 +0000 2018,983486850928119808,"The Russians, the Syrians, and the Iranians all pointed the finger at Israel for carrying out a strike on a Syrian… https://t.co/LuhHacbzV4", 1
Mon Apr 09 23:26:14 +0000 2018,983486272504320000,"President Donald Trump slammed the FBI raid on his personal attorney Michael Cohen's office and hotel room as a ""di… https://t.co/qgFRTkD4eP", 1
Mon Apr 09 23:24:58 +0000 2018,983485952927690754,"RT @CNNSitRoom: ""You just can't underscore how remarkable this is,"" this is the personal attorney of the President of the United States -@D…", 1
Mon Apr 09 23:24:42 +0000 2018,983485886913490944,RT @CNNSitRoom: JUST IN: Among the records seized from Donald Trump’s personal attorney were communications between Michael Cohen and Trump…, 1
Mon Apr 09 23:20:47 +0000 2018,983484901478379520,President Donald Trump on investigators: This is the most biased group of people … They’re not looking at the “horr… https://t.co/J9FTf7pJzh, 1
Mon Apr 09 23:18:24 +0000 2018,983484300682301440,"Here's one more reason to ""fear the reaper"" -- the Carolina Reaper, that is, said to be over 400 times spicier than… https://t.co/CTtDvObmx2", 1
Mon Apr 09 23:11:37 +0000 2018,983482596154888192,"Attention senior citizens: A new Medicare card is coming your way, but be careful not to fall victim to any scams.… https://t.co/vAYZH3eito", 1
Mon Apr 09 22:59:12 +0000 2018,983479469896806402,"Among the records seized from Donald Trump’s personal attorney, Michael Cohen, were communications between Cohen an… https://t.co/n575npOrMk", 1
Mon Apr 09 22:54:04 +0000 2018,983478178554531840,President Trump slams Attorney General Jeff Sessions over his decision to recuse himself in the Russia investigatio… https://t.co/vyreOV6d5o, 1
Mon Apr 09 22:43:47 +0000 2018,983475588772933632,"JUST IN: President Trump says the FBI raid of his personal attorney, Michael Cohen, is a “real disgrace, it’s an at… https://t.co/Vuwil2PkaB", 1
Mon Apr 09 22:39:22 +0000 2018,983474479178403840,"RT @AC360: JUST IN: Among the records seized from Donald Trump’s personal attorney were communications between Michael Cohen and Trump, acc…", 1
Mon Apr 09 22:33:52 +0000 2018,983473094227611648,"""Black Panther"" passes ""Titanic"" at the box office on the all-time list of highest grossing films… https://t.co/igIIinGUCB", 1
Mon Apr 09 22:20:57 +0000 2018,983469842685726720,"There was no working smoke alarm in the Trump Tower apartment where a deadly fire started, a source says… https://t.co/KRMhPxaYvK", 1
Mon Apr 09 22:18:28 +0000 2018,983469219391115264,"The US will respond to the Assad regime's alleged chemical attack against Syrian civilians, US Ambassador Nikki Hal… https://t.co/Z0mO1CB2Nb", 1
Mon Apr 09 22:12:15 +0000 2018,983467655360401410,"Rep. Ruben Gallego: I'd like to remind the viewers, it's only Monday. So, God knows what's going to happen the rest… https://t.co/lUxMXkIUbe", 1
Mon Apr 09 22:08:33 +0000 2018,983466724178759680,RT @CNNSitRoom: A source close to the White House says Mueller’s decision to raid the offices of Michael Cohen could well push the Presiden…, 1
Mon Apr 09 22:07:14 +0000 2018,983466393948606465,"The US Department of Justice announced that seven people associated with Backpage, a classified ads website, have b… https://t.co/9ljV0ps3PH", 1
Mon Apr 09 22:04:38 +0000 2018,983465736017469443,Encourage moves toward religious freedom by Islamic leaders | By Johnnie Moore via @CNNOpinion… https://t.co/fkIMeCysCL, 1
Mon Apr 09 21:54:58 +0000 2018,983463304126398465,The FBI just raided Michael Cohen's office. Here's what he still hasn't told us about the Stormy Daniels payment. |… https://t.co/9QXtOteWnz, 1
Mon Apr 09 21:39:04 +0000 2018,983459302395572224,"More than 4,000 black men, women, and children died at the hands of white mobs between 1877 and 1950. This memorial… https://t.co/mSkXgTKkzo", 1
Mon Apr 09 21:25:46 +0000 2018,983455958339899392,"The nonpartisan Congressional Budget Office has released its 10-year budget and economic outlook, and it projects t… https://t.co/qwSccoJfeO", 1
Mon Apr 09 21:12:14 +0000 2018,983452549092126731,The biggest Black Lives Matter page on Facebook is fake https://t.co/exaqtOt1mR https://t.co/3Cvgp6Hkl6, 1
Mon Apr 09 21:00:54 +0000 2018,983449697078726656,"First Fortune 500 Latina CEO Geisha Williams tells @PoppyHarlowCNN why she believes immigrants are a ""secret weapon… https://t.co/WFwj5wxrzs", 1
Mon Apr 09 20:54:26 +0000 2018,983448070305263616,"The monster responsible for these attacks has no conscience. “The Russian regime, whose hands are all covered in th… https://t.co/DUu8ANs470", 1
Mon Apr 09 20:48:09 +0000 2018,983446488356478979,"JUST IN: President Trump has been watching TV reports of the FBI raiding the office of Michael Cohen, his longtime… https://t.co/ypHS41Y9yG", 1
Mon Apr 09 20:41:22 +0000 2018,983444782067396608,"""This is war."" @BillKristol says he thinks the FBI raiding Trump attorney Michael Cohen's office ""shows that we are… https://t.co/7NGqVCX68E", 1
Mon Apr 09 20:34:48 +0000 2018,983443130719592450,"RT @CNNMoney: Dow finishes up 46 points after most of a 440-point rally melts away. Nasdaq closes up 0.5%, S&amp;P 500 up 0.3%. https://t.co/qR…", 1
Mon Apr 09 20:32:47 +0000 2018,983442623032709122,"“Only a monster targets civilians and then ensures that there are no ambulances to transfer the wounded, no hospita… https://t.co/En2Bf3vwAH", 1
Mon Apr 09 20:19:46 +0000 2018,983439348770181120,"BREAKING: The FBI raided the office of the President's longtime attorney and confidant, Michael Cohen, the New York… https://t.co/A0Xx3te0hz", 1
Mon Apr 09 19:59:45 +0000 2018,983434308844244998,Porn star Stormy Daniels said in a new court filing that she would not have signed a hush agreement in 2016 had she… https://t.co/9WYYthR8h1, 1
Mon Apr 09 19:52:46 +0000 2018,983432551690915840,Donald Trump just made the Masters all about him | Analysis by @CillizzaCNN https://t.co/hGcUTaTwTj https://t.co/HGVQNlCbhd, 1
Mon Apr 09 19:39:14 +0000 2018,983429145081327616,"White House press secretary Sarah Sanders on Trump's debunked voter fraud claim: ""The President still strongly feel… https://t.co/jgybW3E0FJ", 1
Mon Apr 09 19:33:53 +0000 2018,983427799938629633,"Apple co-founder Steve Wozniak says he's ""disgusted"" by how Facebook handles personal information, and that he deac… https://t.co/nQCRJjlbPF", 1
Mon Apr 09 19:27:43 +0000 2018,983426248948047872,Facebook has suspended another data analytics company following allegations that it misled its users over how their… https://t.co/ngLR7ZO2hR, 1
Mon Apr 09 19:18:26 +0000 2018,983423912548687874,RT @CNNPolitics: Sanders on whether Trump’s attitude toward Russian President Vladimir Putin has changed after the suspected attack in Syri…, 1
Mon Apr 09 19:10:07 +0000 2018,983421821499437056,The Democratic case against impeaching President Trump | Analysis by @CillizzaCNN https://t.co/iJhkbkgwiN https://t.co/Gne816Sdqz, 1
Mon Apr 09 19:00:45 +0000 2018,983419463507824640,RT @CNNPolitics: Sanders: “Signaling we want to remove our troops in no way degrades our ability to hold parties responsible” https://t.co/…, 1
Mon Apr 09 19:00:06 +0000 2018,983419297899917315,"As images of Syrian children gasping and convulsing spread around the world, President Trump and other internationa… https://t.co/RdfRTlBJQ0", 1
Mon Apr 09 18:59:12 +0000 2018,983419070665121793,White House press secretary Sarah Sanders on the suspected chemical weapons attack in Syria: “As President Trump cl… https://t.co/OobP8EM9Tf, 1
Mon Apr 09 18:51:32 +0000 2018,983417142598078466,White House press secretary Sarah Sanders talks to reporters after President Trump said he would make a decision so… https://t.co/f0GqzDioAR, 1
Mon Apr 09 18:50:04 +0000 2018,983416773444866049,"Sean Hannity, who mocked Michelle Obama, says it's wrong to mock Melania Trump | via @CNNopinion… https://t.co/qWhCeSNLgG", 1
Mon Apr 09 18:40:04 +0000 2018,983414256296226817,Prince Harry and Meghan Markle are asking people who wish to send them a wedding gift to consider donating to one o… https://t.co/NHkoaY67G8, 1
Mon Apr 09 18:30:10 +0000 2018,983411765500313603,"""Black Panther"" passes ""Titanic"" at the box office on the all-time list of highest grossing films… https://t.co/K3YcmgZUNa", 1
Mon Apr 09 18:28:00 +0000 2018,983411220551172096,A bodyguard for boxing champ Floyd Mayweather is recovering at an Atlanta hospital after being shot in the leg outs… https://t.co/ojVt62HPF5, 1
Mon Apr 09 18:20:11 +0000 2018,983409254244765697,"Gassed where they had hidden, Syrian families were killed in minutes.

11 people from one family and eight from ano… https://t.co/01Z01avB0K", 1
Mon Apr 09 18:10:07 +0000 2018,983406720969052160,"David Hogg, one of Marjory Stoneman Douglas High School's most visible student activists, will postpone his first y… https://t.co/oketcR6Acj", 1
Mon Apr 09 18:00:12 +0000 2018,983404225307774977,"Illinois Democratic Sen. Tammy Duckworth gave birth to a baby girl Monday, her office announced, the first US senat… https://t.co/G8vl4Vc2CV", 1
Mon Apr 09 17:56:36 +0000 2018,983403318214123520,"RT @CNNPolitics: Sen. Bill Nelson: If we don’t act on Facebook, “none of us are going to have any privacy anymore” https://t.co/j2vKcfuFuo", 1
